flex_thumb,flex_index,flex_middle,flex_ring,flex_pinky,accel_x,accel_y,accel_z,gyro_x,gyro_y,gyro_z,label
210,551,556,551,589,0.055,9.5586,0.8564,-0.0498,0.0063,0.0015,4
221,511,534,155,106,1.2028,9.1876,1.6381,0.0103,0.0353,0.0837,V
348,534,537,554,346,1.2747,9.5164,1.6712,0.0742,0.0212,-0.002,6
556,203,181,136,582,0.2165,9.1039,1.1101,0.0911,0.0593,0.0615,Y
287,538,560,207,121,5.1368,6.8332,1.7078,-0.0338,-0.1041,0.0677,H
309,568,163,131,121,4.94,7.2229,1.3789,0.0021,0.0257,-0.0331,G
331,336,327,347,299,0.4818,9.5621,0.9079,0.0154,-0.0274,0.0808,0
297,251,526,518,579,0.4976,9.3239,1.1522,0.0506,-0.009,0.1172,F
290,587,378,549,590,0.1232,9.192,0.7251,0.0939,0.0434,-0.0408,8
274,570,580,364,568,0.2922,9.8509,1.084,-0.0261,0.0281,-0.0091,7
328,342,320,329,305,0.246,9.7825,1.2855,-0.0174,0.0522,0.0375,O
207,155,123,162,540,2.0395,8.9653,3.2308,0.0768,-0.0281,-0.0072,J
297,555,138,148,115,0.5186,6.8823,6.5785,0.0439,-0.0355,0.0074,Q
196,550,574,551,549,0.7443,9.4504,0.9252,0.0249,-0.0621,0.046,4
165,137,166,156,99,0.3525,9.7421,0.7079,0.0238,0.0253,0.053,A
211,146,141,211,579,0.4768,9.6225,0.8821,-0.0741,0.0079,0.0036,I
185,174,212,167,106,0.0898,9.3384,1.2218,0.0356,-0.0063,0.0854,N
355,395,348,377,358,1.3785,8.7998,1.2801,0.0548,0.0213,-0.0772,C
233,580,161,158,135,2.8593,7.8078,4.0971,-0.0196,-0.0145,0.0303,Z
366,362,358,358,324,1.0793,8.9879,1.7236,0.0047,-0.0081,-0.0436,C
289,545,141,138,155,5.0513,7.0401,1.4911,0.0179,0.0579,0.0575,G
362,559,543,553,358,0.4386,9.4711,0.9872,0.0251,0.0028,-0.0276,6
201,167,142,182,562,1.7135,7.9434,3.182,0.1225,-0.0508,0.0085,J
563,551,178,181,114,0.5096,9.3961,1.4017,-0.0267,0.0592,0.0026,L
320,342,333,311,307,0.2008,8.9361,1.2363,0.0053,-0.1194,0.0683,0
437,553,558,162,141,0.8854,6.2575,6.3254,0.0774,0.0251,-0.0339,P
368,353,345,339,359,0.7956,9.2903,1.7981,0.0687,-0.0426,0.0238,C
310,346,349,310,330,0.7688,9.1151,1.4291,0.0093,0.0285,-0.0494,O
230,362,184,162,142,0.0795,8.9613,1.1208,-0.0192,-0.0096,-0.1171,X
199,179,186,168,540,0.2193,9.2987,1.3091,0.0994,0.0325,0.0429,I
537,530,540,594,562,0.5199,9.4236,1.52,0.043,-0.052,0.0079,5
216,163,164,149,550,1.8775,8.9329,2.9784,-0.0661,0.0128,0.0413,J
189,580,581,557,571,0.1622,10.1042,0.6088,0.0601,-0.0516,0.032,4
561,570,136,159,108,0.6292,9.2925,1.461,-0.0206,0.036,0.0115,L
205,175,177,147,540,1.8834,8.4948,2.9274,-0.0938,0.0861,-0.0137,J
233,155,146,140,115,0.492,9.2354,0.9511,-0.0372,-0.0338,-0.0072,A
228,365,168,168,152,0.0178,9.1995,1.0225,-0.038,0.0105,-0.0557,X
191,538,223,215,218,-0.1447,9.3746,1.256,0.0066,0.0442,0.1026,D
393,536,502,148,151,0.6496,6.9426,5.5766,0.0411,0.0655,0.0517,P
197,176,186,205,133,0.2325,9.4051,0.8948,0.0854,-0.0451,0.0956,M
163,161,149,178,573,0.4524,9.3889,1.0656,-0.0765,-0.0868,-0.0638,I
409,544,561,180,146,0.5532,9.5737,1.2383,-0.0981,0.0105,0.0026,K
563,565,553,527,596,0.5993,9.657,1.2621,-0.0857,-0.0251,0.0311,5
180,128,173,186,543,-0.1636,9.841,0.3061,0.061,-0.0452,-0.0552,I
426,559,582,166,131,0.4965,9.4573,1.2544,0.0119,0.0394,0.0472,K
210,417,463,182,112,-0.2151,9.2834,0.7734,-0.038,-0.014,-0.0399,R
209,568,526,160,145,0.0875,9.1399,1.3121,0.04,0.0415,-0.0045,U
308,349,352,329,293,0.7148,9.6589,2.0316,0.0329,-0.0307,0.0347,0
359,361,344,378,355,0.874,8.4286,1.9333,-0.0614,-0.0296,0.0179,C
221,534,170,131,113,0.3552,9.4242,0.3745,-0.0064,0.1061,-0.0653,1
227,557,505,152,136,0.7298,9.4097,0.6755,-0.0119,-0.0067,0.0427,2
230,546,222,212,194,0.3454,9.4263,0.5311,-0.0224,0.0117,0.0299,D
292,554,181,165,132,0.8096,7.4612,6.4641,-0.0669,-0.0651,-0.0345,Q
211,453,477,174,141,0.5537,9.1967,1.5088,-0.0012,0.0606,-0.1257,R
364,381,355,363,351,1.205,9.1772,1.434,0.0032,-0.0186,-0.0739,C
196,524,546,550,554,0.2188,9.9829,0.9499,0.0352,-0.0186,0.0392,4
245,541,549,586,132,0.8375,9.8511,1.0344,0.0454,-0.0166,0.102,W
304,550,165,119,128,4.3311,7.2197,1.8335,-0.1079,-0.0407,-0.0285,G
292,540,565,349,563,0.2147,9.3587,0.6509,-0.0261,0.0254,-0.0483,7
317,560,541,370,565,0.2122,8.7451,0.6856,-0.0471,0.0251,-0.0739,7
175,201,188,211,182,0.5578,9.5732,0.6421,-0.0196,-0.0186,-0.0888,E
441,534,538,176,127,0.4111,7.0116,6.3343,-0.1162,0.0142,-0.0145,P
299,577,557,162,112,4.9735,6.9389,1.6225,-0.0109,-0.0402,0.0293,H
173,150,146,139,584,1.3724,8.911,3.3738,0.025,-0.0557,-0.0791,J
206,573,565,584,573,0.5997,9.3618,0.7925,0.0345,0.0144,-0.0457,4
329,171,170,156,147,0.5682,9.972,0.9801,-0.0161,-0.0104,0.0589,T
263,123,153,111,95,0.2294,9.7526,0.716,-0.0204,0.0022,0.0744,S
203,521,563,156,139,0.3047,9.5502,0.7808,-0.0179,-0.0229,-0.0551,U
555,575,555,158,116,0.7149,9.4703,0.7743,0.0077,-0.0928,0.004,3
427,556,576,160,124,0.4202,6.5972,5.8791,-0.0158,-0.0142,0.0134,P
230,542,570,155,104,0.7803,9.6253,1.5308,-0.0586,-0.0202,0.0598,V
169,200,224,258,176,0.3203,9.8232,0.9946,-0.0167,0.0283,0.0136,E
215,452,480,162,133,-0.0749,9.622,1.2303,-0.0083,0.0247,0.0201,R
179,199,155,185,551,2.2667,8.7707,3.2858,0.0194,0.0689,0.0189,J
325,526,364,558,581,0.6137,9.5135,1.1421,-0.0364,0.0302,0.0239,8
227,148,168,129,82,0.2331,9.2553,0.9769,0.0171,0.0138,0.0414,A
346,546,568,544,356,-0.1963,9.4245,1.6427,0.0049,0.0064,0.0143,6
138,542,552,541,556,0.1726,9.6757,0.5157,-0.053,-0.0359,-0.0642,B
190,572,560,557,144,0.1445,9.5174,1.1144,0.0301,0.04,0.0488,W
249,521,118,187,113,3.0413,8.0403,4.098,-0.0237,-0.0476,-0.0516,Z
274,275,563,547,565,0.2744,9.7806,0.3651,-0.0044,0.057,-0.0682,F
327,546,149,184,112,0.7684,7.1403,6.3904,-0.0668,0.0621,0.025,Q
235,176,164,145,576,2.0631,8.6614,3.5189,-0.0412,-0.0462,-0.0118,J
539,573,170,154,105,0.21,9.1281,1.5021,0.0096,-0.0074,-0.002,L
280,600,133,163,148,5.3109,7.2554,1.9048,0.0676,0.0457,0.0106,G
190,173,171,162,561,1.9755,8.1108,3.048,-0.0292,-0.0674,0.0185,J
314,592,181,185,124,4.8199,6.7658,1.8535,-0.1026,-0.0362,-0.028,G
295,161,141,157,155,0.9375,9.6539,0.5216,-0.0603,0.008,-0.0403,T
224,573,165,187,96,-0.3553,9.7381,0.5981,-0.0267,-0.0005,0.0538,1
187,191,153,143,571,2.0518,7.8642,3.1987,0.1064,-0.13,-0.0618,J
180,559,184,147,142,0.116,9.295,0.3166,-0.0092,-0.066,0.0675,1
565,559,538,194,149,0.24,9.3968,0.9525,0.0408,-0.0405,-0.0335,3
314,551,342,544,544,0.2695,9.2337,1.1446,0.0406,0.0018,-0.0995,8
266,265,554,551,537,0.2047,8.7357,1.4453,0.0414,0.0422,0.0153,F
286,518,161,174,141,0.5462,6.5007,6.537,-0.0746,-0.0713,-0.0498,Q
206,572,528,145,131,-0.4524,10.0629,0.8044,0.077,0.0902,-0.0077,U
242,553,559,541,132,0.8793,8.915,1.5408,-0.0105,-0.0703,-0.0134,W
311,377,136,145,126,0.707,10.0515,1.166,0.0123,-0.0333,0.0329,9
211,525,178,166,149,0.5528,9.6216,0.6232,0.0211,0.0367,0.0733,1
321,540,138,132,151,4.7135,6.9023,2.3964,-0.0807,0.0746,-0.0127,G
350,333,311,366,328,0.3837,9.4482,0.9973,0.0588,0.1062,0.0412,0
179,171,181,171,550,3.0834,8.8596,3.28,-0.0176,-0.0313,-0.014,J
187,177,188,202,151,0.0387,9.6803,0.8288,-0.0071,-0.0501,0.0223,N
442,555,588,160,123,0.3778,9.4723,0.7679,-0.0574,0.0251,0.0527,K
206,187,228,169,120,0.4518,9.8917,0.8284,0.0197,0.0044,-0.033,N
195,181,150,173,560,2.6064,8.4351,3.2085,0.0008,-0.0694,-0.026,J
188,548,534,567,554,0.4279,9.6125,0.4821,0.0247,0.0145,-0.0998,B
508,568,558,139,147,0.6996,9.5001,0.8949,-0.0061,0.0103,-0.0394,3
290,287,563,575,560,0.7884,9.1958,1.2877,0.0665,-0.0295,-0.0431,F
208,364,156,157,148,0.3532,9.3809,0.9631,-0.0556,0.0081,0.0361,X
195,542,148,185,100,0.5028,9.7855,0.4313,-0.0379,0.0086,0.0113,1
153,579,528,553,562,0.0658,9.9898,1.4173,-0.0374,0.0356,-0.0494,4
213,397,167,163,126,0.3127,9.6595,0.8013,0.0275,0.0716,0.0056,X
307,542,557,326,553,0.1544,9.9881,1.5578,-0.0143,-0.0574,-0.0419,7
385,567,536,170,156,-0.0976,7.2723,5.938,-0.009,0.0257,-0.0386,P
409,546,585,192,143,0.224,9.7033,1.0795,0.0121,-0.0779,0.0531,K
247,280,550,543,557,0.7468,9.5321,1.1775,0.0546,0.0485,0.0207,F
429,556,548,143,122,0.4639,7.0833,6.0732,0.048,0.0433,-0.0031,P
180,211,229,249,182,0.0003,9.6894,1.2397,0.0003,-0.0279,0.0497,E
427,541,527,180,126,0.5805,10.0463,0.7833,-0.0072,0.0785,0.0334,K
210,558,204,225,178,0.0307,9.4088,0.6874,-0.0024,0.0118,-0.1844,D
331,353,353,352,339,0.804,8.884,1.3093,0.0104,0.018,-0.0455,C
229,571,168,141,117,0.1264,10.2102,0.7957,0.0607,-0.0354,-0.0637,1
173,547,547,561,108,0.7489,9.2472,1.1102,0.0264,-0.0595,0.0412,W
335,156,176,175,125,0.4608,9.7229,1.1625,-0.0153,0.0583,0.0432,T
216,560,244,226,213,0.0106,9.4756,0.5827,0.0157,-0.0179,0.0365,D
227,146,126,138,96,0.5293,9.2681,1.0074,0.0249,0.0726,0.048,A
405,520,530,183,125,0.5301,6.6291,5.9838,-0.0068,-0.0398,-0.0026,P
206,108,122,114,126,0.7645,9.4976,1.444,0.0039,-0.0431,0.0762,A
208,448,480,139,133,0.3101,10.1002,1.1001,-0.0135,-0.0098,0.0507,R
207,553,180,135,119,3.2048,7.2236,3.6898,-0.0307,-0.0042,-0.0161,Z
195,186,228,218,212,0.1984,9.439,1.3367,0.0692,-0.034,0.0091,E
332,332,348,323,319,1.0513,9.5465,1.5315,-0.0729,-0.0687,0.0319,0
352,551,566,531,347,0.025,10.0035,1.3222,0.0298,-0.0754,0.0556,6
567,523,550,552,563,0.4694,9.1061,1.0482,0.0053,0.0274,-0.0083,5
201,188,155,148,116,0.2175,9.59,0.9968,0.0137,0.058,-0.0156,N
180,542,540,550,562,0.3691,9.8659,1.02,-0.0751,0.0075,-0.0306,4
215,553,533,552,96,0.387,9.8006,1.5076,-0.0348,-0.0763,-0.1092,W
374,336,365,356,309,0.1095,9.4341,1.3252,0.079,-0.0123,-0.015,O
364,343,324,372,330,0.4536,9.4172,1.5538,-0.0118,-0.0688,0.0813,O
353,373,346,345,306,0.4529,9.1058,1.2347,-0.0121,0.0155,-0.0429,0
190,201,161,195,103,0.0112,9.8199,0.7403,0.0349,-0.011,0.0553,M
213,189,184,183,136,-0.2223,9.415,0.8966,-0.0467,0.1015,0.0056,N
217,144,139,122,92,0.3521,9.3232,1.2549,0.0179,-0.0346,0.045,A
265,157,128,172,79,0.0614,9.0815,0.6337,-0.0815,0.0107,0.0427,S
231,144,128,139,73,0.7772,9.4445,0.8432,0.0525,-0.0352,-0.0704,A
252,262,507,530,548,0.9623,9.1559,1.2541,0.0113,0.0649,0.0631,F
317,355,325,341,321,0.4837,9.7822,1.7315,-0.0571,-0.0138,0.0872,O
287,536,190,169,111,0.7326,7.2489,6.3856,0.048,0.0503,0.0426,Q
197,193,131,148,100,0.4881,9.6285,0.4784,0.0152,-0.0712,-0.0522,N
300,558,571,157,139,5.1696,7.2638,2.0118,-0.0456,-0.0231,0.0171,H
157,564,556,560,577,0.1006,9.5163,0.1745,-0.0413,0.1475,0.0622,B
186,210,147,170,122,-0.3092,9.7803,0.8939,-0.0495,-0.0008,0.0403,M
313,161,156,143,144,0.3156,9.5163,1.1759,0.0144,0.0073,-0.0412,T
252,119,127,118,117,0.1772,9.6519,1.3016,-0.0441,0.0188,-0.0447,S
224,547,551,551,149,0.0787,9.5404,1.6618,0.0716,0.0284,-0.0379,W
287,532,169,166,137,0.6559,6.9293,6.4272,-0.0485,-0.0351,-0.0028,Q
378,535,560,137,160,0.7613,9.3516,0.7638,0.0101,-0.0724,-0.1001,K
593,585,186,174,164,0.413,9.1502,1.3422,-0.0501,0.0061,0.015,L
170,245,224,237,161,0.6033,9.4977,1.2556,0.0457,0.0033,-0.03,E
238,380,185,174,128,0.3225,9.0194,1.0443,-0.0718,0.1233,-0.0516,X
529,569,153,165,132,0.5593,9.6023,1.6174,0.0392,0.0232,-0.0632,L
519,537,178,152,135,0.3191,9.5917,1.3945,-0.0616,-0.0134,0.0917,L
402,518,573,154,155,0.4588,10.1076,1.1819,-0.0716,-0.0307,-0.0085,K
556,160,205,162,517,0.7251,9.6483,1.716,0.0588,-0.088,0.0047,Y
198,567,148,177,110,2.9623,7.9793,3.7739,0.0038,-0.1058,-0.0044,Z
312,546,527,355,564,0.2277,9.3635,0.6633,-0.0372,-0.0733,0.0138,7
219,384,162,169,116,0.05,9.7285,1.0585,0.0328,-0.0855,0.0916,X
207,543,528,523,152,0.8199,9.2891,1.519,-0.0653,-0.0087,0.0087,W
208,533,543,543,522,0.3861,10.0215,1.0879,-0.0188,0.0527,-0.0867,4
281,561,350,536,561,0.1639,8.8636,0.7227,-0.0202,-0.0277,0.0351,8
239,522,533,146,97,1.0588,9.3832,2.0427,-0.0498,-0.0886,0.0471,V
200,165,170,164,548,0.3012,9.3857,0.5659,-0.0168,-0.006,0.0018,I
321,536,573,349,570,-0.1279,9.8347,1.022,0.0646,-0.0358,0.0107,7
159,522,541,544,555,0.1276,9.6815,0.6438,0.0437,-0.0325,-0.0602,B
375,544,564,146,104,0.4687,9.0609,1.092,-0.017,0.0247,-0.0692,K
207,355,210,156,116,0.0999,9.2692,0.5735,0.0111,0.0102,0.0169,X
318,530,532,180,136,5.1131,7.2344,1.8724,-0.0189,0.0405,-0.0672,H
165,197,160,146,118,0.4541,9.3898,0.8377,-0.0344,-0.0265,0.0625,N
321,385,294,319,332,0.6872,9.3402,1.7147,-0.0421,0.042,-0.0065,0
214,476,480,153,127,0.5478,9.5389,0.9793,0.0117,0.0159,0.0331,R
288,573,386,538,591,0.348,9.6702,0.8615,0.041,-0.0222,0.008,8
171,145,158,182,579,1.5054,8.292,2.784,-0.1266,0.0283,-0.0123,J
223,554,538,542,123,0.7623,9.7597,1.0637,-0.0012,-0.0118,0.0381,W
533,554,588,537,551,0.2511,9.1872,1.4973,-0.1152,-0.0611,0.0234,5
313,367,166,143,144,0.7856,9.4722,0.8645,0.0545,-0.09,-0.0387,9
565,562,552,163,119,0.2796,9.3183,1.0938,-0.0103,-0.0746,-0.021,3
325,369,143,166,135,0.3924,9.0138,0.8734,-0.0793,0.107,-0.0864,9
299,558,549,367,554,0.7967,9.4872,0.8121,0.053,0.0295,-0.0455,7
352,151,153,159,120,0.0065,9.4482,1.2509,-0.0649,0.009,0.0074,T
227,568,225,222,160,0.2189,9.5918,1.3859,0.0343,0.0768,0.0299,D
310,348,323,339,316,0.3509,9.3243,1.3749,0.0286,-0.0503,0.0236,0
347,336,341,343,327,0.854,9.6572,1.9735,-0.0963,0.0234,-0.0605,0
207,158,177,144,557,0.279,9.9679,0.8623,0.0873,-0.0674,0.0065,I
156,554,561,546,544,0.4644,9.9163,0.2251,0.0678,0.0585,0.0067,B
173,575,525,525,557,0.3508,10.2389,0.7118,-0.0121,-0.0513,0.0615,B
352,128,171,140,118,0.2624,9.8844,0.8496,-0.0039,-0.0219,-0.0491,T
301,353,152,140,147,0.1906,9.0712,1.2115,0.0542,0.0424,-0.0325,9
325,361,161,129,132,0.4204,9.3729,1.0556,-0.0474,-0.0437,-0.0338,9
571,559,144,171,109,0.9819,9.6441,1.4787,0.0632,-0.0791,-0.0375,L
310,160,160,154,128,0.2772,9.4669,0.7733,0.0721,-0.0554,0.0106,T
420,579,577,137,146,0.9387,7.0088,5.5642,0.0414,0.0527,-0.007,P
222,555,246,197,212,1.0102,9.4867,0.4127,-0.0203,0.0007,0.0282,D
398,568,578,141,139,0.2883,9.0598,1.0443,-0.0417,-0.0789,-0.0391,K
233,352,154,142,139,0.5374,9.9365,1.1789,0.0206,0.0292,-0.0128,X
570,186,179,171,572,0.5355,9.0132,1.3864,-0.0161,0.0146,-0.0882,Y
415,578,513,159,136,0.6341,9.5957,1.5284,0.0014,0.0656,-0.0323,K
195,546,534,538,540,-0.0354,9.5888,0.0783,0.0008,0.0451,-0.0454,B
216,549,202,193,205,0.5081,10.0753,0.563,0.0346,-0.0142,0.0595,D
292,560,175,151,125,4.7382,6.8355,2.0799,-0.0251,-0.0122,-0.0732,G
271,262,566,523,548,0.5637,9.8097,1.1861,0.0225,-0.0295,0.0243,F
298,572,133,160,139,0.6393,7.0211,6.6487,-0.0305,0.0966,-0.0805,Q
175,185,217,225,211,-0.2745,9.1625,0.8258,-0.0002,-0.0073,-0.0061,E
203,217,223,202,194,0.2728,9.2703,1.2202,-0.0769,0.0282,0.0342,E
327,314,325,364,306,0.3619,9.1359,1.6671,0.0174,0.0353,0.1266,0
213,171,149,180,556,1.9008,8.7679,2.9734,0.0194,0.0331,-0.0391,J
161,567,543,519,543,0.6689,9.6178,0.427,-0.015,0.0952,0.0813,B
324,569,549,168,133,4.3184,6.5233,1.8185,-0.0281,-0.06,0.0375,H
183,216,192,189,181,0.5568,9.3041,0.6944,-0.0407,-0.0228,-0.0177,E
536,555,544,198,160,0.4513,9.0377,0.9127,0.0524,-0.0443,0.0802,3
364,546,560,524,353,0.5052,9.5244,1.3437,-0.0204,0.0927,-0.0542,6
186,541,155,178,110,0.4247,9.375,0.6035,-0.0229,0.0179,-0.0182,1
304,361,145,182,125,0.8657,9.0493,0.8761,-0.0553,0.0259,0.0874,9
276,133,156,117,96,0.4334,9.8514,0.7101,0.0121,-0.0246,0.0055,S
195,149,185,166,577,1.6795,8.8116,3.3207,0.0145,-0.0403,-0.0023,J
187,117,138,147,579,0.5064,9.4338,1.0188,0.0444,-0.008,-0.0692,I
324,559,168,147,121,0.089,7.4093,7.1592,0.0278,0.0366,-0.0079,Q
218,435,474,153,148,-0.2052,9.8668,0.2767,0.0269,-0.0419,0.0283,R
306,552,360,551,554,0.1433,9.4209,1.099,-0.0364,0.021,0.0415,8
312,321,334,318,314,1.3487,8.8478,1.9274,0.0171,-0.0612,0.0339,0
294,563,353,556,545,0.5803,9.1637,1.1782,0.1082,-0.0267,-0.0331,8
320,168,165,186,133,0.0194,9.3364,1.2229,-0.0911,-0.0706,-0.0186,T
316,520,164,206,103,4.9744,7.5825,2.3313,-0.0257,0.0103,-0.0001,G
350,329,324,334,295,0.4584,9.5086,1.761,0.0124,-0.0716,0.0676,O
576,547,543,535,580,0.6626,9.4561,0.7638,-0.0398,-0.0428,-0.0247,5
223,209,216,192,142,0.3275,10.0409,0.7782,-0.0699,-0.0999,0.0834,M
180,537,580,538,557,-0.0787,9.4592,0.9804,0.034,0.0492,-0.0499,4
204,208,172,184,122,0.1166,9.7876,0.975,-0.0423,0.1028,0.0907,N
559,543,547,203,162,-0.2095,9.6096,1.0497,0.0178,-0.0279,0.0001,3
215,571,149,155,152,2.9449,7.8461,4.2571,0.0265,0.005,0.0462,Z
371,559,555,181,127,-0.0809,6.9725,6.266,0.0238,-0.0073,-0.0832,P
205,177,164,193,126,0.2997,9.3706,0.6125,0.0564,0.0221,-0.0478,M
590,190,142,161,560,0.7057,8.8427,0.9858,-0.0609,0.0752,-0.0327,Y
230,370,173,160,152,0.6971,9.4963,1.2468,-0.0132,0.0285,0.0413,X
537,175,166,111,569,0.2416,9.3362,1.3128,-0.0346,-0.09,-0.018,Y
159,549,537,553,573,-0.2848,9.7899,0.7797,-0.0208,0.035,0.1407,B
236,552,125,160,116,0.4216,9.3574,0.5787,-0.1109,-0.0693,-0.044,1
210,527,178,154,75,3.1068,8.1143,4.2799,0.0207,0.0069,-0.0243,Z
339,579,568,354,522,0.6497,9.2756,1.2363,0.0301,-0.022,-0.061,7
224,575,546,149,146,0.1317,9.9857,0.9736,0.0732,-0.0488,0.0478,U
303,556,161,122,104,0.7925,6.9267,6.5569,-0.0002,-0.0413,-0.0234,Q
312,596,330,519,583,0.5598,9.8443,0.3877,-0.068,0.0489,-0.0084,8
284,535,557,345,562,0.2009,9.364,1.3227,-0.0583,-0.0017,0.0239,7
190,193,192,150,110,0.0032,9.7105,1.0274,0.0403,-0.0189,0.0547,N
251,278,550,540,571,0.3818,9.5915,1.2638,-0.0298,0.0264,0.0273,F
218,567,179,182,134,2.804,7.7278,3.7898,-0.0033,-0.0013,0.0514,Z
241,131,133,117,88,0.2346,9.4481,1.5135,-0.0686,-0.0807,0.0736,A
243,439,489,152,108,0.5041,10.3043,0.963,-0.0207,-0.0175,0.0955,R
326,329,337,321,329,0.8208,9.5177,1.7805,-0.0284,-0.0135,0.0123,0
196,544,539,183,138,0.5527,9.2527,1.8988,0.0747,-0.0684,0.0658,V
315,320,363,363,341,0.8278,9.6469,2.0888,0.0547,0.0126,0.0436,0
197,556,514,538,532,0.2982,9.4707,0.6124,0.1584,-0.0526,-0.0008,4
231,557,571,150,134,0.7656,9.3649,0.5927,0.0262,0.0691,-0.0067,2
330,538,561,161,94,5.3386,6.1726,1.4048,0.0264,0.0264,-0.0319,H
316,550,529,387,571,0.5701,10.0098,1.2086,-0.0024,-0.0255,-0.0275,7
195,519,545,158,129,0.4456,9.5679,2.0144,-0.0011,0.0158,-0.1058,V
368,331,358,368,347,0.537,9.4783,1.5311,0.0716,-0.013,-0.044,C
246,162,124,126,90,0.0967,9.2244,0.6988,-0.0384,-0.0017,0.0117,A
313,507,158,162,151,5.0143,6.506,2.129,-0.0402,-0.0608,-0.0417,G
307,554,551,152,127,5.0821,7.0332,1.5567,-0.0672,0.0541,-0.0153,H
253,377,167,152,130,0.6692,10.283,1.6576,-0.0764,-0.0104,0.0039,X
549,576,553,167,146,0.2968,9.8056,1.1698,-0.046,0.0979,-0.0229,3
583,544,532,179,91,0.379,9.2755,0.9741,0.0688,-0.1294,0.0155,3
570,123,154,192,551,0.7786,9.4812,1.4782,0.0158,-0.0043,-0.1063,Y
235,539,559,152,93,0.4372,10.2223,0.4412,0.009,0.0655,-0.0051,U
318,153,165,152,113,0.385,9.803,1.2685,0.0354,0.0243,-0.0238,T
200,134,159,132,104,0.1813,9.6285,0.9439,0.0493,0.0594,0.1295,A
392,558,562,166,145,-0.0972,6.8601,6.5468,0.0642,0.0317,-0.0078,P
307,547,503,155,160,5.0039,6.9078,2.0051,0.0177,0.0329,-0.0114,H
186,537,551,549,552,0.3026,9.4254,0.4493,0.0981,-0.0248,0.0133,4
361,374,393,360,353,1.0578,9.7176,0.8702,0.0342,-0.0057,0.0283,C
216,149,192,183,548,1.6784,8.4419,2.9686,0.0173,-0.0388,0.0373,J
402,564,547,141,158,0.5307,9.4238,1.0494,0.0237,-0.0714,0.0079,K
353,379,341,390,352,0.8211,8.9102,1.7427,-0.0292,-0.0375,-0.0111,C
261,114,111,121,116,0.8671,9.4902,1.1747,-0.0282,-0.1033,-0.0447,S
190,215,214,229,175,0.0772,9.163,1.6137,0.0265,0.0152,-0.0529,E
213,558,563,178,124,0.437,9.4181,1.036,-0.0472,0.0111,0.0439,2
193,553,528,153,126,0.6523,8.8797,1.9683,0.0015,0.0785,-0.0558,V
216,560,177,177,141,3.3958,8.2284,3.6537,-0.0227,-0.0848,0.0498,Z
371,569,550,544,368,1.0225,9.8262,0.9048,0.0386,-0.0035,0.0637,6
297,292,557,534,536,0.4838,9.626,1.748,0.0209,0.0584,-0.0123,F
216,425,481,167,121,0.2603,8.646,1.1625,0.0451,-0.0669,-0.0338,R
176,205,215,225,189,0.5301,10.0289,0.8477,-0.0858,0.0413,0.0842,E
190,566,574,140,113,0.9507,9.5045,2.206,0.0445,0.12,0.001,V
259,245,522,528,575,0.5038,9.2177,0.9852,0.0043,-0.012,-0.0137,F
211,213,242,210,173,0.2626,9.4715,0.8835,-0.0108,0.0167,-0.0086,E
568,547,135,159,136,0.5732,9.2465,1.3244,-0.0494,-0.0197,-0.0428,L
348,550,542,555,373,0.5381,9.7001,0.8931,0.0717,-0.0506,-0.0627,6
289,554,369,598,546,0.1505,9.575,0.8489,0.0195,-0.0237,-0.0143,8
394,570,583,135,110,0.1352,9.7804,1.4917,-0.054,0.0707,-0.0355,K
315,539,170,150,131,4.7238,7.4549,1.5289,0.0616,0.0019,-0.0245,G
313,543,145,169,131,5.6331,6.8126,2.432,0.0176,-0.0331,0.04,G
191,338,143,131,119,0.7583,9.3002,1.3247,0.0015,-0.0092,-0.0833,X
189,193,160,148,560,2.5265,8.3492,2.6457,-0.025,0.0064,0.0344,J
157,210,210,156,115,0.4307,9.7573,0.7986,0.0009,-0.0469,-0.12,M
535,505,593,504,550,0.6224,9.9403,1.5413,-0.005,0.0251,-0.0153,5
290,571,381,529,588,0.0551,9.9993,0.9367,-0.02,0.0745,-0.0082,8
209,516,566,173,128,1.0221,9.4938,1.3903,-0.0392,-0.0858,-0.0089,V
562,551,564,530,578,0.4394,9.7279,0.8448,-0.1025,0.0333,-0.0072,5
193,168,190,145,590,1.9325,8.9574,2.9984,0.0169,-0.0017,-0.0266,J
149,549,573,547,543,0.5477,9.642,0.8567,0.1079,-0.0754,-0.0318,4
547,570,157,151,135,0.477,9.0383,2.0452,-0.0313,0.0464,0.0421,L
254,257,541,553,560,0.3831,8.7473,0.9021,-0.0275,-0.0124,-0.0565,F
240,541,527,145,123,0.4445,9.8639,1.2946,0.037,-0.0441,-0.0102,U
328,167,146,178,127,-0.0828,9.4316,0.8152,-0.1495,-0.0078,0.0518,T
208,178,176,153,576,-0.0484,9.9232,0.7217,0.0842,-0.0761,0.0882,I
157,538,537,567,535,0.6826,9.9485,0.8273,-0.0231,-0.0075,-0.0717,B
345,326,337,339,376,1.0347,9.1169,0.8339,-0.0599,0.0444,0.0143,C
255,549,242,200,211,0.6142,9.859,0.7953,-0.1477,-0.0321,-0.0313,D
212,132,132,127,91,0.9796,9.6683,0.9114,0.0348,-0.0167,0.0587,A
335,549,547,150,137,4.5355,7.2328,2.1764,0.0293,0.0069,0.0766,H
208,140,186,180,585,1.9525,8.3512,3.0252,-0.0042,-0.0326,-0.0277,J
